PROVINCE,DISTRICT,TEHSIL,AREA,TOTAL_MALE,TOTAL_FEMALE,FULL_VAC_MALE,FULL_VAC_MALE_YD,FULL_VAC_FEMALE,FULL_VAC_FEMALE_YD,PART_VAC_MALE,PART_VAC_MALE_YD,PART_VAC_FEMALE,PART_VAC_FEMALE_YD,lat,long
Sindh,BADIN,BADIN,Abri Block,"1,580","1,373",579,3,485,,883,1,863,1,24.6459,68.8467
Sindh,BADIN,BADIN,Amin Nariro,514,482,223,,224,1,321,,327,,24.6459,68.8467
Sindh,BADIN,BADIN,Andalu,745,645,375,2,275,1,465,,394,1,24.6459,68.8467
Sindh,BADIN,BADIN,Angri,384,310,59,,54,,114,,118,,24.6459,68.8467
Sindh,BADIN,BADIN,Odha,499,421,196,,165,,257,2,261,,24.6459,68.8467
Sindh,BADIN,BADIN,Achh,592,441,100,,43,,181,,134,1,24.6459,68.8467
Sindh,BADIN,BADIN,Achro,247,235,46,,15,1,84,,50,1,24.6459,68.8467
Sindh,BADIN,BADIN,Akro,183,132,57,,46,,86,,78,,24.6459,68.8467
Sindh,BADIN,BADIN,Bandhu,918,767,197,1,140,,428,1,392,,24.6459,68.8467
Sindh,BADIN,BADIN,Bagdhaji,573,523,108,1,98,2,233,,225,1,24.6459,68.8467
Sindh,BADIN,BADIN,Baksha,614,501,99,3,88,,238,9,232,11,24.6459,68.8467
Sindh,BADIN,BADIN,Badin Municipal Committee,"30,183","26,556","10,875",95,"8,294",138,"14,771",92,"12,364",126,24.6459,68.8467
Sindh,BADIN,BADIN,Bodandi,575,483,90,1,57,,243,1,267,,24.6459,68.8467
Sindh,BADIN,BADIN,Bokhi,567,524,170,,160,2,276,,298,1,24.6459,68.8467
Sindh,BADIN,BADIN,Boharki,"1,495","1,140",340,12,219,16,686,9,483,11,24.6459,68.8467
Sindh,BADIN,BADIN,Bakho Khadi,683,581,242,1,255,2,363,1,390,,24.6459,68.8467
Sindh,BADIN,BADIN,Baghad,681,590,149,4,86,1,266,5,208,1,24.6459,68.8467
Sindh,BADIN,BADIN,Bhanu,551,462,226,4,181,9,374,9,324,1,24.6459,68.8467
Sindh,BADIN,BADIN,Bhanhari,829,698,270,27,265,28,499,2,469,5,24.6459,68.8467
Sindh,BADIN,BADIN,Bhambhaki,643,514,152,,115,,312,,272,1,24.6459,68.8467
Sindh,BADIN,BADIN,Bhadmi,"1,012",833,457,7,352,2,577,7,514,2,24.6459,68.8467
Sindh,BADIN,BADIN,Bijoriro,505,408,141,3,140,1,202,3,190,4,24.6459,68.8467
Sindh,BADIN,BADIN,Bedhidi,498,393,112,,94,,206,,179,1,24.6459,68.8467
Sindh,BADIN,BADIN,Tali,681,556,156,1,110,1,300,,278,,24.6459,68.8467
Sindh,BADIN,BADIN,Janath,179,124,31,,36,,60,3,57,1,24.6459,68.8467
Sindh,BADIN,BADIN,Jinki,763,709,138,6,158,4,354,15,318,21,24.6459,68.8467
Sindh,BADIN,BADIN,Jakhari,508,393,176,1,169,,267,,267,1,24.6459,68.8467
Sindh,BADIN,BADIN,Jhalar,501,438,147,26,107,53,298,6,272,11,24.6459,68.8467
Sindh,BADIN,BADIN,Jhanjhali,"1,280","1,124",130,1,86,5,260,1,232,1,24.6459,68.8467
Sindh,BADIN,BADIN,Jhul Khasi,"1,302","1,221",238,3,268,4,513,1,671,2,24.6459,68.8467
Sindh,BADIN,BADIN,Jharkandi,855,662,428,3,359,1,544,1,446,1,24.6459,68.8467
Sindh,BADIN,BADIN,Jhakrelu,514,419,67,,71,1,165,,195,2,24.6459,68.8467
Sindh,BADIN,BADIN,Jhagdi,876,721,310,5,251,6,494,1,433,,24.6459,68.8467
Sindh,BADIN,BADIN,Khalsu,"1,327","1,169",323,2,290,4,617,2,565,3,24.6459,68.8467
Sindh,BADIN,BADIN,Khalifa,377,310,155,2,131,7,213,1,197,2,24.6459,68.8467
Sindh,BADIN,BADIN,Daliji,587,518,135,,135,,241,,278,,24.6459,68.8467
Sindh,BADIN,BADIN,Dasti,"1,153","1,003",261,2,210,13,551,3,528,1,24.6459,68.8467
Sindh,BADIN,BADIN,Donghandi,546,458,246,6,168,5,355,,290,1,24.6459,68.8467
Sindh,BADIN,BADIN,Daphri,259,151,65,1,43,1,106,2,66,,24.6459,68.8467
Sindh,BADIN,BADIN,Roong Hadi,382,337,113,,166,,192,,229,,24.6459,68.8467
Sindh,BADIN,BADIN,Rate,575,445,114,,112,,262,1,242,,24.6459,68.8467
Sindh,BADIN,BADIN,Saroro,"1,161",957,329,1,296,2,544,,554,1,24.6459,68.8467
Sindh,BADIN,BADIN,Sando,370,299,131,,55,,171,,116,3,24.6459,68.8467
Sindh,BADIN,BADIN,Satyari,863,773,99,2,52,,197,,160,,24.6459,68.8467
Sindh,BADIN,BADIN,Sanjara,389,308,135,,111,,195,,179,,24.6459,68.8467
Sindh,BADIN,BADIN,Sanghar Deh,770,594,120,1,94,,221,1,185,,24.6459,68.8467
Sindh,BADIN,BADIN,Surhadi,338,262,103,,66,,173,,122,6,24.6459,68.8467
Sindh,BADIN,BADIN,Sehta,862,738,194,2,99,,345,1,279,1,24.6459,68.8467
Sindh,BADIN,BADIN,Siyarsi,"1,123",967,194,,144,3,380,3,358,1,24.6459,68.8467
Sindh,BADIN,BADIN,??????,"1,279","1,081",374,8,463,7,685,4,703,15,24.6459,68.8467
Sindh,BADIN,BADIN,???????,38,34,2,,1,,7,,6,,24.6459,68.8467
Sindh,BADIN,BADIN,??????,"1,189","1,015",354,3,298,3,572,1,551,1,24.6459,68.8467
Sindh,BADIN,BADIN,???????,"2,083","1,591",303,4,190,4,643,4,456,2,24.6459,68.8467
Sindh,BADIN,BADIN,??? ???,"1,042",909,235,2,243,1,580,1,580,,24.6459,68.8467
Sindh,BADIN,BADIN,???? ???,684,635,193,1,187,1,360,1,376,4,24.6459,68.8467
Sindh,BADIN,BADIN,???? ?????,533,433,165,5,127,3,315,3,261,3,24.6459,68.8467
Sindh,BADIN,BADIN,???,343,274,59,,46,1,99,,89,1,24.6459,68.8467
Sindh,BADIN,BADIN,??????,635,593,230,1,214,,318,2,313,,24.6459,68.8467
Sindh,BADIN,BADIN,????,363,314,154,,167,1,221,,231,,24.6459,68.8467
Sindh,BADIN,BADIN,????? ???? ???? 1/4,"1,044",928,490,3,423,1,623,1,538,1,24.6459,68.8467
Sindh,BADIN,BADIN,????? ???? ???? 1/5,970,890,576,4,433,4,684,1,542,,24.6459,68.8467
Sindh,BADIN,BADIN,????? ???? ???? 1/6,597,514,323,,223,1,382,,314,,24.6459,68.8467
Sindh,BADIN,BADIN,????? ???? ???? 1/7,"1,297","1,135",512,3,426,2,740,2,634,1,24.6459,68.8467
Sindh,BADIN,BADIN,??? ????,614,523,309,,234,,391,,295,,24.6459,68.8467
Sindh,BADIN,BADIN,????,745,602,201,,153,,319,,292,,24.6459,68.8467
Sindh,BADIN,BADIN,????? ????,541,453,157,2,128,1,318,1,271,,24.6459,68.8467
Sindh,BADIN,BADIN,??????,534,443,126,1,98,2,254,1,219,3,24.6459,68.8467
Sindh,BADIN,BADIN,????,536,466,98,1,87,1,216,1,183,4,24.6459,68.8467
Sindh,BADIN,BADIN,???????,605,539,157,2,130,,335,,297,,24.6459,68.8467
Sindh,BADIN,BADIN,????? ???,747,633,266,2,247,1,410,,360,1,24.6459,68.8467
Sindh,BADIN,BADIN,??????,876,729,225,1,135,,389,1,334,2,24.6459,68.8467
Sindh,BADIN,BADIN,????,634,538,137,,105,,256,1,222,,24.6459,68.8467
Sindh,BADIN,BADIN,???,529,435,46,2,20,2,123,1,108,1,24.6459,68.8467
Sindh,BADIN,BADIN,????,403,323,113,1,72,,185,1,148,,24.6459,68.8467
Sindh,BADIN,BADIN,??????,684,549,332,3,271,3,456,4,359,1,24.6459,68.8467
Sindh,BADIN,BADIN,??????,422,333,117,,125,1,214,2,200,,24.6459,68.8467
Sindh,BADIN,BADIN,???? ??? 1,"1,174","1,064",375,5,252,1,647,,518,1,24.6459,68.8467
Sindh,BADIN,BADIN,???? ??? 2,684,555,150,8,146,7,350,,339,,24.6459,68.8467
Sindh,BADIN,BADIN,???? ??? 3,966,767,161,,89,,321,,293,1,24.6459,68.8467
Sindh,BADIN,BADIN,????,385,341,100,,86,1,218,1,211,,24.6459,68.8467
Sindh,BADIN,BADIN,??????,846,653,253,6,155,2,479,2,344,2,24.6459,68.8467
Sindh,BADIN,BADIN,?????,"1,045",897,236,2,251,,482,,443,2,24.6459,68.8467
Sindh,BADIN,BADIN,???? ????,595,468,147,,59,,217,,143,2,24.6459,68.8467
Sindh,BADIN,BADIN,???????,680,588,122,,103,,295,,285,1,24.6459,68.8467
Sindh,BADIN,BADIN,?????,352,245,84,1,46,1,192,,139,1,24.6459,68.8467
Sindh,BADIN,BADIN,?????,219,206,50,2,86,,113,,142,,24.6459,68.8467
Sindh,BADIN,BADIN,???????,709,669,201,6,207,8,346,3,358,5,24.6459,68.8467
Sindh,BADIN,BADIN,??????,512,460,229,1,195,1,343,,292,,24.6459,68.8467
Sindh,BADIN,BADIN,??????,"2,025","1,604",328,8,223,8,547,13,505,17,24.6459,68.8467
Sindh,BADIN,BADIN,????? ????? ???? ???,"3,070","2,479",913,7,673,3,"1,425",10,"1,066",6,24.6459,68.8467
Sindh,BADIN,BADIN,????? ????? ????,"2,562","2,262",732,3,573,1,"1,099",1,"1,008",1,24.6459,68.8467
Sindh,BADIN,BADIN,?????,42,26,15,,9,,21,,18,,24.6459,68.8467
Sindh,BADIN,BADIN,?????,931,807,268,4,209,2,489,1,421,2,24.6459,68.8467
Sindh,BADIN,BADIN,???? ??? ???,615,491,157,,183,,267,,282,1,24.6459,68.8467
Sindh,BADIN,BADIN,?????,459,461,126,3,141,2,323,3,320,3,24.6459,68.8467
Sindh,BADIN,BADIN,??????,72,55,25,,13,1,32,,29,,24.6459,68.8467
Sindh,BADIN,BADIN,??????,298,245,109,1,62,,158,,146,,24.6459,68.8467
Sindh,BADIN,BADIN,???,237,208,78,9,73,20,138,,134,4,24.6459,68.8467
Sindh,BADIN,BADIN,???,502,421,174,1,169,4,287,2,258,,24.6459,68.8467
Sindh,BADIN,BADIN,??? ????,505,409,68,,50,,229,1,224,1,24.6459,68.8467
Sindh,BADIN,BADIN,???????,796,716,173,4,206,2,407,,382,2,24.6459,68.8467
Sindh,BADIN,BADIN,????????,"1,299","1,173",378,,413,,728,1,772,,24.6459,68.8467
Sindh,BADIN,BADIN,???????,696,624,204,9,209,13,356,8,357,9,24.6459,68.8467
Sindh,BADIN,BADIN,??????,464,430,131,18,142,22,250,5,250,5,24.6459,68.8467
Sindh,BADIN,BADIN,???,687,618,143,2,133,1,362,2,373,,24.6459,68.8467
Sindh,BADIN,BADIN,???? ???,695,542,80,5,49,1,242,,184,1,24.6459,68.8467
Sindh,BADIN,BADIN,????,556,494,89,5,88,2,209,1,207,,24.6459,68.8467
Sindh,BADIN,BADIN,???????,720,618,257,4,282,1,412,2,445,2,24.6459,68.8467
Sindh,BADIN,BADIN,???????,477,376,50,1,49,,154,,165,2,24.6459,68.8467
Sindh,BADIN,BADIN,??????,419,367,172,,138,,237,,210,,24.6459,68.8467
Sindh,BADIN,BADIN,???????,631,504,245,,193,,348,,317,2,24.6459,68.8467
Sindh,BADIN,BADIN,???????,416,335,92,2,47,2,173,1,168,,24.6459,68.8467
Sindh,BADIN,BADIN,???,599,504,86,3,75,1,202,19,192,21,24.6459,68.8467
Sindh,BADIN,BADIN,?????,456,407,53,,53,2,104,5,124,,24.6459,68.8467
Sindh,BADIN,BADIN,????,398,317,35,23,26,20,124,5,88,1,24.6459,68.8467
Sindh,BADIN,BADIN,??????,794,670,178,2,164,,334,,332,,24.6459,68.8467
Sindh,BADIN,BADIN,??????,"1,056",907,453,2,385,2,605,2,549,2,24.6459,68.8467
Sindh,BADIN,BADIN,???,826,643,161,14,119,8,302,10,249,5,24.6459,68.8467
Sindh,BADIN,BADIN,???????,565,439,122,,64,,209,,169,,24.6459,68.8467
Sindh,BADIN,BADIN,?????????,563,481,176,,129,1,326,1,259,3,24.6459,68.8467
Sindh,BADIN,BADIN,???,262,186,91,,40,,151,,87,,24.6459,68.8467
Sindh,BADIN,BADIN,?????,81,68,4,,6,,36,,35,,24.6459,68.8467
Sindh,BADIN,BADIN,????,402,351,91,,92,,183,1,191,1,24.6459,68.8467
Sindh,BADIN,BADIN,???? (????),"1,487","1,240",253,1,191,5,460,4,456,,24.6459,68.8467
Sindh,BADIN,BADIN,??? ???,863,777,137,,96,2,285,1,260,,24.6459,68.8467
Sindh,BADIN,BADIN,??????,864,731,225,2,197,,418,2,383,1,24.6459,68.8467
Sindh,BADIN,BADIN,?????,444,363,157,12,109,11,253,7,210,3,24.6459,68.8467
Sindh,BADIN,BADIN,????????,607,496,156,3,150,5,266,1,284,,24.6459,68.8467
Sindh,BADIN,BADIN,????,84,86,42,,43,,59,,57,,24.6459,68.8467
Sindh,BADIN,BADIN,???? ???,534,443,104,1,64,,204,,163,5,24.6459,68.8467
Sindh,BADIN,BADIN,??????,"1,468","1,258",351,,377,2,719,,687,1,24.6459,68.8467
Sindh,BADIN,BADIN,???,661,514,265,2,217,1,428,,344,,24.6459,68.8467
Sindh,BADIN,BADIN,???,423,378,140,1,118,1,211,,205,,24.6459,68.8467
Sindh,BADIN,BADIN,????,252,221,96,,72,,136,,122,,24.6459,68.8467
Sindh,BADIN,BADIN,????,827,689,268,2,273,,495,,472,1,24.6459,68.8467
Sindh,BADIN,BADIN,?????,373,333,61,,58,,132,,148,,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,?????,642,484,242,6,166,5,342,6,270,4,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,????,757,632,397,1,272,,448,,348,,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,???? ???? ???? 1,832,595,328,9,275,9,437,6,343,,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,???? ???? ???? 4,564,492,88,1,91,1,237,2,249,,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,???? ???? ???? 5,609,545,174,2,191,2,291,3,312,1,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,???? ???? ???? 6,78,72,12,,17,,27,,28,,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,???? ???? ????2,630,530,182,,174,1,337,,330,,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,???? ???? ????3,97,90,21,2,6,,53,,37,,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,??????,194,160,38,,20,,127,,86,,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,?????,874,747,303,7,262,4,521,4,440,2,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,????,654,556,271,,281,,426,,412,,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,???? ???? 1,"1,179",842,386,5,268,2,703,,533,3,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,???? ???? 2,546,436,137,2,98,2,313,,236,,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,???,"1,002",797,551,5,417,2,681,,526,,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,????????,675,503,151,,84,1,247,,174,,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,??????,512,379,185,1,155,,330,,254,,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,?????,"2,136","1,835",718,7,522,9,"1,138",2,873,4,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,???????,"2,058","1,782",740,9,681,2,"1,250",2,"1,149",1,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,???????,403,253,111,1,116,,213,2,168,,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,????,741,564,154,1,95,,332,1,235,,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,???? ???? 1,548,379,205,1,128,,332,,211,,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,???? ???? 2,443,288,163,1,142,,278,,185,,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,???? ???? 3,708,464,265,2,121,,428,,220,,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,???? ???? 4,596,384,225,,149,2,353,1,232,,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,???? ???? 5,"1,612","1,161",652,4,458,,"1,055",,783,1,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,???? ???? 6,497,282,155,5,62,1,285,,149,,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,???????,"1,275","1,132",379,1,335,1,717,,607,,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,??????,636,504,243,1,232,,385,,312,,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,???,624,440,239,2,167,1,358,6,244,2,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,??????,"2,376","2,223",919,6,880,10,"1,505",7,"1,362",9,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,??,670,599,284,,209,,419,,358,,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,??? ???? 1,707,463,223,2,119,,364,,202,,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,??? ???? 2,318,182,65,1,36,,170,,88,,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,??? ???? 3,744,457,277,1,158,3,454,,264,,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,??? ???? 4,310,227,83,,70,,171,1,144,1,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,??? ???? 5,29,8,1,,2,,6,,2,,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,??????,590,543,229,1,234,1,363,,379,,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,????,394,287,98,1,49,1,190,,116,1,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,??????,270,208,50,1,41,,113,,87,,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,???????,610,461,225,2,136,1,338,1,240,1,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,???? ???? ???????? ?????,"9,023","7,729","3,854",23,"3,162",14,"5,230",12,"4,360",12,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,???????,"1,004",912,353,12,276,,630,,551,1,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,???? ????,894,725,295,7,244,8,550,,475,2,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,??? ???,714,562,157,1,78,2,334,,263,,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,???????,675,614,249,7,202,8,366,11,345,2,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,??????,917,777,231,3,214,1,532,1,487,1,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,????,868,668,311,3,236,,472,,352,2,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,????,699,511,202,,140,,361,,237,,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,??????,"1,692","1,506",626,7,581,3,992,2,879,,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,???? ?????,"1,611","1,089",585,2,343,1,969,3,564,,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,????? ???,"1,103",726,334,2,260,,615,,402,,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,????,695,584,224,,156,,324,,233,,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,??????,279,245,151,4,128,,202,,192,,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,?????,779,662,206,5,181,8,408,1,365,,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,???? ????,538,441,140,1,114,,319,,258,,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,????? ?????,699,565,246,1,123,,372,,234,,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,???,429,344,149,3,102,1,276,,198,,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,??????,"2,894","2,103","1,290",5,785,6,"1,803",5,"1,179",8,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,?????,349,304,120,,128,,226,1,202,,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,????,547,472,174,2,90,1,320,,276,,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,?????,500,403,144,,137,1,298,,286,,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,???????,519,516,210,6,209,8,327,2,328,1,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,?????,"1,310","1,185",444,2,338,5,724,2,623,2,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,?????,329,288,47,1,25,,108,,67,1,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,?????,344,268,75,1,72,,171,,146,,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,????,361,196,104,,51,,202,,100,,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,??????,655,548,122,4,46,1,276,,149,,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,????????,"1,500","1,286",547,3,395,3,909,7,757,7,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,??????,521,434,142,1,103,,212,,169,,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,???,863,783,382,,327,3,513,,475,,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,???? ?????,778,720,296,1,286,1,484,,406,1,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,????? ??,"1,176",909,254,,156,1,571,4,394,,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,???????,427,321,99,1,61,,192,1,142,,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,???,272,189,85,,65,1,150,,114,2,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,????,"1,469","1,150",460,3,329,1,766,2,579,5,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,???? ?????????,"6,112","5,050","2,660",7,"2,201",7,"3,687",6,"3,041",5,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,????? ????,"1,177","1,009",349,3,277,9,609,2,515,,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,???????,727,666,166,1,148,,372,,338,,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,???????,462,366,209,1,143,2,274,,213,,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,????,371,283,161,,119,,215,1,164,1,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,????? ???? 1/2,298,251,98,1,84,,187,,160,,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,????? ???? 2/2,366,240,103,2,54,1,199,,127,1,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,??????,944,708,345,4,217,3,590,,407,2,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,??????? ????,"2,118","1,724",677,3,471,,"1,087",4,841,1,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,???? ???,338,229,77,,51,,156,,119,,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,??????? ??????,698,531,233,1,200,2,410,,361,,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,?????,600,445,198,3,139,1,337,,248,,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,????? ???? 1,291,210,99,1,53,,185,,125,,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,????? ???? 2,373,262,149,7,103,8,239,1,179,,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,????? ???? 3,926,583,207,2,170,,367,,273,1,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,????? ???? 4,856,610,320,1,223,,565,,391,1,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,????? ???? 5,681,465,108,,73,1,281,,195,,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,?????,415,369,168,,166,,252,1,249,1,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,??????? ??? ???? 1/4,290,183,65,,60,1,147,1,83,,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,??????? ??? ???? 1/5,116,102,36,1,38,,67,,61,,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,??????? ??? ???? 1/6,"1,372","1,365",421,7,381,,753,5,673,2,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,??????? ??? ???? 1/7,176,160,69,,67,,93,,68,,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,????,"1,076","1,003",431,1,505,2,672,,656,1,24.6459,68.8467
Sindh,BADIN,GOLARCHI - S.F.RAHU,????,"1,188",905,391,1,298,2,664,4,542,,24.6459,68.8467
Sindh,BADIN,MATLI,??????,681,520,304,6,229,3,425,,297,1,24.6459,68.8467
Sindh,BADIN,MATLI,?????,"1,215","1,053",651,9,486,11,816,4,645,1,24.6459,68.8467
Sindh,BADIN,MATLI,????????,"1,237","1,109",397,2,551,,682,5,752,3,24.6459,68.8467
Sindh,BADIN,MATLI,???? ????,"2,463","2,100","1,087",3,830,5,"1,532",3,"1,236",1,24.6459,68.8467
Sindh,BADIN,MATLI,??????,286,233,85,,77,,128,2,126,,24.6459,68.8467
Sindh,BADIN,MATLI,????,"1,801","1,554",559,5,438,3,847,4,707,3,24.6459,68.8467
Sindh,BADIN,MATLI,??????,789,621,214,4,128,5,498,2,362,2,24.6459,68.8467
Sindh,BADIN,MATLI,??????????,767,723,361,,362,1,450,1,496,1,24.6459,68.8467
Sindh,BADIN,MATLI,???? ?????,395,304,187,,131,1,296,,214,,24.6459,68.8467
Sindh,BADIN,MATLI,???? ????,723,570,175,3,134,3,380,2,329,1,24.6459,68.8467
Sindh,BADIN,MATLI,??????,569,459,145,,125,3,297,1,249,,24.6459,68.8467
Sindh,BADIN,MATLI,???,859,673,286,2,186,,466,2,338,,24.6459,68.8467
Sindh,BADIN,MATLI,?????,797,656,393,1,341,,523,,422,,24.6459,68.8467
Sindh,BADIN,MATLI,??????,595,512,233,7,186,6,384,1,320,7,24.6459,68.8467
Sindh,BADIN,MATLI,????????,"1,126",999,291,6,201,2,550,1,492,1,24.6459,68.8467
Sindh,BADIN,MATLI,???? ??? ???,989,858,268,,277,1,490,1,510,,24.6459,68.8467
Sindh,BADIN,MATLI,???,"1,472","1,174",494,2,451,4,902,1,736,,24.6459,68.8467
Sindh,BADIN,MATLI,??????,700,611,275,,244,,362,,325,,24.6459,68.8467
Sindh,BADIN,MATLI,?????,301,277,102,,65,1,174,,145,,24.6459,68.8467
Sindh,BADIN,MATLI,????,"1,629","1,401",652,2,503,1,"1,051",2,902,,24.6459,68.8467
Sindh,BADIN,MATLI,??? ????,360,294,73,,70,,139,,127,,24.6459,68.8467
