PROVINCE,DISTRICT,TEHSIL,AREA,TOTAL_MALE,TOTAL_FEMALE,FULL_VAC_MALE,FULL_VAC_MALE_YD,FULL_VAC_FEMALE,FULL_VAC_FEMALE_YD,PART_VAC_MALE,PART_VAC_MALE_YD,PART_VAC_FEMALE,PART_VAC_FEMALE_YD,lat,long
Sindh,SUKKUR,PANO AQIL,??? ???? ???? ?????,"21,254","17,382","9,623",115,"4,924",84,"12,523",29,"6,783",61,27.7244,68.8228
Sindh,SUKKUR,PANO AQIL,??? ???? ???,"1,340","1,083",423,3,193,,707,1,427,,27.7244,68.8228
Sindh,SUKKUR,PANO AQIL,???? ???? ?????????,302,155,123,3,41,1,184,,57,,27.7244,68.8228
Sindh,SUKKUR,PANO AQIL,??? ???????,252,164,112,,21,,159,,70,,27.7244,68.8228
Sindh,SUKKUR,PANO AQIL,??? ???? ??? ???,"1,048",805,275,3,106,3,549,2,316,1,27.7244,68.8228
Sindh,SUKKUR,PANO AQIL,??????? ?????,"2,373","1,931",750,10,367,11,"1,281",6,796,13,27.7244,68.8228
Sindh,SUKKUR,PANO AQIL,??????? ????,678,565,79,12,43,29,293,4,188,12,27.7244,68.8228
Sindh,SUKKUR,PANO AQIL,?????? ?????,435,314,161,1,99,,261,,160,,27.7244,68.8228
Sindh,SUKKUR,PANO AQIL,?????? ????,305,284,43,,32,,85,,60,,27.7244,68.8228
Sindh,SUKKUR,PANO AQIL,?????,596,498,287,1,196,1,414,,293,5,27.7244,68.8228
Sindh,SUKKUR,PANO AQIL,???,927,712,314,,181,2,579,,327,1,27.7244,68.8228
Sindh,SUKKUR,PANO AQIL,????,172,196,57,,36,1,90,,69,,27.7244,68.8228
Sindh,SUKKUR,PANO AQIL,????? ???????,216,165,70,,63,,100,,64,,27.7244,68.8228
Sindh,SUKKUR,PANO AQIL,??? ???? ???,842,640,273,2,205,2,404,2,242,2,27.7244,68.8228
Sindh,SUKKUR,PANO AQIL,???,629,520,230,1,120,3,341,2,219,7,27.7244,68.8228
Sindh,SUKKUR,PANO AQIL,??? ??? ???,332,248,54,3,29,,178,,94,,27.7244,68.8228
Sindh,SUKKUR,PANO AQIL,??? ???? 2,345,245,79,5,20,,201,,75,,27.7244,68.8228
Sindh,SUKKUR,PANO AQIL,??? ????1,424,281,85,4,36,1,198,,90,1,27.7244,68.8228
Sindh,SUKKUR,PANO AQIL,??????? ???,279,259,17,,6,,47,1,32,,27.7244,68.8228
Sindh,SUKKUR,PANO AQIL,??????,"1,651","1,228",552,16,242,12,906,1,454,3,27.7244,68.8228
Sindh,SUKKUR,PANO AQIL,???? ????,25,28,4,,5,,7,,4,,27.7244,68.8228
Sindh,SUKKUR,PANO AQIL,?????,"1,096",783,364,2,146,,546,,251,,27.7244,68.8228
Sindh,SUKKUR,PANO AQIL,??????,"1,869","1,627",654,4,279,2,"1,181",,679,2,27.7244,68.8228
Sindh,SUKKUR,PANO AQIL,???????,567,467,254,,151,,313,,200,,27.7244,68.8228
Sindh,SUKKUR,PANO AQIL,????,318,268,70,,26,1,149,1,97,,27.7244,68.8228
Sindh,SUKKUR,PANO AQIL,????,826,602,295,1,108,,494,,239,1,27.7244,68.8228
Sindh,SUKKUR,PANO AQIL,??????,"1,491","1,178",528,1,149,2,836,,290,2,27.7244,68.8228
Sindh,SUKKUR,PANO AQIL,??????,"2,502","2,143",913,5,384,5,"1,386",,767,4,27.7244,68.8228
Sindh,SUKKUR,ROHRI,????,"2,977","2,477","1,149",6,935,8,"1,542",1,"1,129",14,27.7244,68.8228
Sindh,SUKKUR,ROHRI,??????,758,618,167,5,127,4,302,1,133,2,27.7244,68.8228
Sindh,SUKKUR,ROHRI,??? ????,511,439,74,1,31,,143,1,64,2,27.7244,68.8228
Sindh,SUKKUR,ROHRI,????,128,106,14,,4,,38,,21,1,27.7244,68.8228
Sindh,SUKKUR,ROHRI,??? ????,"1,243","1,151",245,2,210,1,428,,308,3,27.7244,68.8228
Sindh,SUKKUR,ROHRI,????,"1,719","1,439",503,6,282,9,779,1,512,3,27.7244,68.8228
Sindh,SUKKUR,ROHRI,???? ????,560,555,131,1,86,2,232,,197,,27.7244,68.8228
Sindh,SUKKUR,ROHRI,???? ???,"1,385","1,159",228,1,113,1,389,9,253,51,27.7244,68.8228
Sindh,SUKKUR,ROHRI,??? ????,791,691,158,,85,1,266,,204,1,27.7244,68.8228
Sindh,SUKKUR,ROHRI,?????,958,823,359,5,373,3,488,1,462,,27.7244,68.8228
Sindh,SUKKUR,ROHRI,???? ?? ???? 3,624,521,107,,37,1,183,4,110,,27.7244,68.8228
Sindh,SUKKUR,ROHRI,???? ?? ???? 4,"1,359","1,190",224,3,91,2,319,,172,15,27.7244,68.8228
Sindh,SUKKUR,ROHRI,????,913,788,143,,40,,324,1,110,,27.7244,68.8228
Sindh,SUKKUR,ROHRI,???????,"2,833","2,508",883,6,707,3,"1,278",1,"1,046",,27.7244,68.8228
Sindh,SUKKUR,ROHRI,????,317,228,36,1,12,2,76,,45,4,27.7244,68.8228
Sindh,SUKKUR,ROHRI,???? ????,454,325,114,,73,,209,1,125,,27.7244,68.8228
Sindh,SUKKUR,ROHRI,???????,397,356,89,2,59,,147,1,128,,27.7244,68.8228
Sindh,SUKKUR,ROHRI,???????,"1,718","1,432",755,4,492,8,922,3,615,7,27.7244,68.8228
Sindh,SUKKUR,ROHRI,???? ????,"2,202","1,866",551,3,345,2,986,3,819,,27.7244,68.8228
Sindh,SUKKUR,ROHRI,????? ??????? ?????,"22,059","19,137","11,031",62,"6,315",56,"12,117",15,"7,626",32,27.7244,68.8228
Sindh,SUKKUR,ROHRI,????? ???,487,387,148,3,74,,207,,119,,27.7244,68.8228
Sindh,SUKKUR,ROHRI,???? ????,661,572,205,3,102,1,274,1,202,,27.7244,68.8228
Sindh,SUKKUR,ROHRI,??????,"2,015","1,635",432,9,243,3,720,1,435,3,27.7244,68.8228
Sindh,SUKKUR,ROHRI,?????,723,529,168,5,63,2,293,,130,1,27.7244,68.8228
Sindh,SUKKUR,ROHRI,??? ???? ???,970,876,192,2,111,,338,,215,4,27.7244,68.8228
Sindh,SUKKUR,ROHRI,?????,"2,132","1,927",750,6,561,11,946,1,760,3,27.7244,68.8228
Sindh,SUKKUR,ROHRI,???? ????,340,288,59,3,30,,114,1,91,1,27.7244,68.8228
Sindh,SUKKUR,ROHRI,???? ????,"1,514","1,166",354,3,150,1,551,,288,4,27.7244,68.8228
Sindh,SUKKUR,ROHRI,??? ?????,"1,272","1,033",309,6,230,8,540,6,436,10,27.7244,68.8228
Sindh,SUKKUR,ROHRI,????,"1,243","1,127",330,3,200,,506,1,338,,27.7244,68.8228
Sindh,SUKKUR,ROHRI,???? ??? ???? ???,901,770,163,2,95,,375,,332,,27.7244,68.8228
Sindh,SUKKUR,ROHRI,???? ????,"5,688","4,782","2,249",13,"1,132",6,"3,088",4,"1,892",5,27.7244,68.8228
Sindh,SUKKUR,ROHRI,??????,365,276,111,3,52,,190,1,136,,27.7244,68.8228
Sindh,SUKKUR,ROHRI,??????,"1,297","1,010",249,3,135,1,387,,192,,27.7244,68.8228
Sindh,SUKKUR,ROHRI,????? ?????,356,298,108,5,57,3,169,,90,1,27.7244,68.8228
Sindh,SUKKUR,ROHRI,??? ???,417,343,139,,100,,191,,136,,27.7244,68.8228
Sindh,SUKKUR,ROHRI,????? ???????,"1,459","1,118",638,3,298,3,658,,365,3,27.7244,68.8228
Sindh,SUKKUR,ROHRI,???????,"3,491","3,043","1,141",8,651,8,"1,527",4,"1,081",9,27.7244,68.8228
Sindh,SUKKUR,ROHRI,??????? ???,75,68,23,,11,1,22,,19,,27.7244,68.8228
Sindh,SUKKUR,ROHRI,??????,"2,055","1,869",414,4,268,2,698,,464,1,27.7244,68.8228
Sindh,SUKKUR,ROHRI,??????,469,347,61,5,27,13,129,,69,1,27.7244,68.8228
Sindh,SUKKUR,ROHRI,????,"2,992","2,317","1,229",14,861,4,"1,595",3,"1,166",3,27.7244,68.8228
Sindh,SUKKUR,ROHRI,?? ???? 2,"1,795","1,417",458,6,163,3,763,8,448,14,27.7244,68.8228
Sindh,SUKKUR,ROHRI,???,987,831,239,3,133,,406,3,248,2,27.7244,68.8228
Sindh,SUKKUR,ROHRI,????,866,812,116,5,59,,231,,173,7,27.7244,68.8228
Sindh,SUKKUR,ROHRI,????????,714,530,74,2,24,,143,2,70,6,27.7244,68.8228
Sindh,SUKKUR,ROHRI,????,818,719,292,2,187,1,388,2,223,2,27.7244,68.8228
Sindh,SUKKUR,ROHRI,??? ????,98,62,9,,4,,18,,13,,27.7244,68.8228
Sindh,SUKKUR,ROHRI,??????,728,573,209,1,86,1,340,1,153,3,27.7244,68.8228
Sindh,SUKKUR,ROHRI,???????,"2,294","1,885",276,8,89,5,767,4,447,23,27.7244,68.8228
Sindh,SUKKUR,ROHRI,????,"1,701","1,355",340,4,107,2,548,2,333,4,27.7244,68.8228
Sindh,SUKKUR,ROHRI,??????,"2,842","2,685",583,5,199,,888,12,416,16,27.7244,68.8228
Sindh,SUKKUR,ROHRI,?????? ???? ?????,"5,495","4,411","1,654",15,710,9,"2,774",29,"1,363",28,27.7244,68.8228
Sindh,SUKKUR,ROHRI,?????,"1,493","1,224",404,2,226,1,604,,360,,27.7244,68.8228
Sindh,SUKKUR,ROHRI,?????,"1,380","1,199",255,5,88,,373,,130,1,27.7244,68.8228
Sindh,SUKKUR,ROHRI,??????? ???,17,8,4,,1,,6,,2,,27.7244,68.8228
Sindh,SUKKUR,ROHRI,?????,207,149,18,2,6,1,37,,21,5,27.7244,68.8228
Sindh,SUKKUR,ROHRI,????,324,269,42,1,6,,71,,35,,27.7244,68.8228
Sindh,SUKKUR,ROHRI,????? ?????,"1,028",802,195,2,74,3,337,,203,7,27.7244,68.8228
Sindh,SUKKUR,ROHRI,?????,437,400,59,,24,1,117,,75,2,27.7244,68.8228
Sindh,SUKKUR,ROHRI,??????,536,396,191,,108,,260,,162,,27.7244,68.8228
Sindh,SUKKUR,ROHRI,??????,300,200,104,,40,1,147,,67,,27.7244,68.8228
Sindh,SUKKUR,ROHRI,??? ????,381,313,52,1,14,,84,1,28,,27.7244,68.8228
Sindh,SUKKUR,ROHRI,???? ????,521,402,82,,30,,189,1,80,,27.7244,68.8228
Sindh,SUKKUR,ROHRI,??? ??? ?????,312,263,69,,57,,99,2,72,1,27.7244,68.8228
Sindh,SUKKUR,ROHRI,??? ???,"1,555","1,299",346,5,136,2,646,4,440,12,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,????? ????,2,2,,,,,,,,,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,?????,16,11,2,,1,,10,,6,,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,????? ???,24,9,4,,3,,4,,2,,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,?????? ????,36,20,6,,3,,15,,9,,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,??? ????,0,0,,,,,,,,,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,???? ????,21,22,4,1,4,,10,,4,,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,??????,267,228,30,3,7,,84,3,29,3,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,????,16,14,2,,,,3,,1,,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,????,17,19,2,,1,,4,,4,,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,????,23,14,3,,3,,14,,8,,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,????,220,153,45,,15,1,73,,32,,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,??? ????,11,9,2,,,,2,,1,,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,?????? ???,232,168,21,,3,1,45,,27,,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,???? ????,128,108,7,,4,,18,,7,,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,?????,"1,070",920,213,1,109,2,369,,218,6,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,??????,"1,094",900,127,2,28,,262,,77,1,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,?????,"1,085","1,004",172,10,122,3,438,4,273,16,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,?????,"1,574","1,275",355,5,109,2,663,,262,4,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,???? ???,19,17,5,,2,,5,,1,1,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,???,17,17,1,,,,4,,,,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,????,625,508,85,1,31,1,131,,54,,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,????????,"2,344","2,003",545,4,254,2,931,2,497,2,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,?????,17,13,3,,1,,6,1,4,,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,??,421,332,51,,26,,74,,29,1,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,??????? ?????,176,74,34,1,6,1,67,,20,,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,??????? ?????,887,770,107,2,29,5,238,,117,1,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,???????,540,396,111,4,13,3,194,1,88,5,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,??????,24,17,3,,,,8,,2,,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,??????,57,52,10,1,4,,22,,9,,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,???? ??,676,584,155,3,77,1,246,3,146,4,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,??? ????,33,23,15,,15,,13,,8,,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,?????,20,13,4,,,,11,,1,,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,?????,144,114,26,1,6,1,54,2,19,3,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,???????,14,17,2,,2,,9,,7,,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,???????,862,672,146,,51,,237,2,109,,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,??????? ???,72,83,5,,7,,13,,11,,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,???????,168,100,51,2,34,,64,,18,,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,???????,1,3,1,,1,,1,,1,,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,??????? ???,1,3,,,,,,,1,,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,??? ??? ??????,97,97,18,,14,1,39,,37,1,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,?????,17,8,8,,,,9,,1,1,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,??? ????,112,127,14,,8,,28,,14,,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,?????,18,13,2,,,,7,,1,,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,??????? ???? 1,28,8,3,,1,,7,,1,,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,??????? ???? 2,32,19,10,,7,,6,,7,,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,???? ???,4,2,,,,,1,,2,,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,???? ???,114,62,20,,1,,42,,8,,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,?????,6,6,1,,,,1,,1,,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,???????,217,131,64,,35,,89,,45,,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,?????,122,113,13,,,,20,,7,,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,???? ????,0,5,,,,,,,1,,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,??? ??????,19,11,2,,2,,5,,2,,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,??? ???,378,339,141,,49,,183,,85,,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,?????,46,35,1,,,,4,,,,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,?????,"1,061",820,145,1,33,1,292,2,122,4,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,???,245,193,21,1,7,,44,,16,3,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,???,257,219,68,3,44,,95,,70,,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,?????,22,4,6,,,,5,,2,,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,??,572,494,159,,62,2,209,1,126,,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,?????,27,34,3,,4,,6,,6,,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,???????,"1,150",935,235,12,145,4,384,1,266,6,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,????? ????? ???? ??,"6,477","5,452","1,538",50,743,31,"2,386",18,"1,383",47,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,??????,9,8,3,,2,,3,,2,,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,????,25,15,6,,4,,8,,5,,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,???? ????,106,98,8,,3,,47,,29,,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,???????,0,0,,,,,,,,,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,??? ????,507,463,149,3,71,3,216,,153,8,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,?????? ???,5,5,,,,,1,,1,,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,??????,693,508,54,,4,,124,3,16,7,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,???? ????,87,81,26,2,11,2,43,,28,,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,???? ????,2,2,,,,,1,,,,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,???????,59,56,12,,4,,17,,10,,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,?????,180,176,22,,5,2,54,,34,,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,???????,65,57,7,,1,,12,,,,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,???? ????,24,12,,,,,2,,2,,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,????? ???,"1,629","1,332",413,6,229,7,645,,358,1,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,?????,9,5,1,,,,1,,,,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,????? ?? ???,123,81,26,1,3,,37,,17,,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,?????,10,4,2,,2,,1,,2,,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,????,99,62,28,,4,,38,,9,,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,????,40,18,6,,3,,7,,3,,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,????,188,142,26,3,9,,50,,19,,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,????,52,32,7,,1,1,19,,10,,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,????,"1,383","1,310",255,1,95,2,415,1,284,7,27.7244,68.8228
Sindh,SUKKUR,SALEHPAT,???????,624,420,95,1,27,,193,1,42,1,27.7244,68.8228
Sindh,SUKKUR,SUKKUR CITY,???? ??????? ?????????,"91,650","79,297","42,317",236,"21,983",180,"50,420",59,"28,365",102,27.7244,68.8228
Sindh,TANDO ALLAHYAR,CHAMBER,?????,"1,131",994,440,12,359,7,689,1,618,1,25.457,68.7215
Sindh,TANDO ALLAHYAR,CHAMBER,????,"2,032","1,925",565,3,493,2,"1,053",5,"1,001",3,25.457,68.7215
Sindh,TANDO ALLAHYAR,CHAMBER,????,"1,510","1,221",416,,318,,892,1,739,,25.457,68.7215
Sindh,TANDO ALLAHYAR,CHAMBER,???? ???,"2,602","2,455",810,2,605,3,"1,408",2,"1,217",,25.457,68.7215
Sindh,TANDO ALLAHYAR,CHAMBER,?????,"3,209","2,823",946,5,658,1,"1,639",2,"1,281",,25.457,68.7215
Sindh,TANDO ALLAHYAR,CHAMBER,??????,633,545,217,3,166,1,331,,268,1,25.457,68.7215
Sindh,TANDO ALLAHYAR,CHAMBER,????,872,777,336,8,236,21,560,1,431,1,25.457,68.7215
Sindh,TANDO ALLAHYAR,CHAMBER,??????,"2,643","2,355",670,6,531,5,"1,391",1,"1,210",,25.457,68.7215
Sindh,TANDO ALLAHYAR,CHAMBER,??????,"1,403","1,216",453,,371,2,780,1,660,,25.457,68.7215
Sindh,TANDO ALLAHYAR,CHAMBER,??????,"2,779","2,398",522,17,250,15,"1,039",16,664,1,25.457,68.7215
Sindh,TANDO ALLAHYAR,CHAMBER,???? ???? ????? ?????,"1,718","1,439",716,14,524,20,"1,022",3,801,1,25.457,68.7215
Sindh,TANDO ALLAHYAR,CHAMBER,???? ???? ????? ?????,76,52,29,,14,,33,1,23,,25.457,68.7215
Sindh,TANDO ALLAHYAR,CHAMBER,???? ???? ????? ????,60,48,34,1,20,1,44,,28,,25.457,68.7215
Sindh,TANDO ALLAHYAR,CHAMBER,???? ???? ????? ?????,"3,629","3,147","1,398",14,"1,115",24,"2,041",5,"1,511",1,25.457,68.7215
Sindh,TANDO ALLAHYAR,CHAMBER,??????,953,753,301,4,149,1,410,,230,,25.457,68.7215
Sindh,TANDO ALLAHYAR,CHAMBER,??????,"1,539","1,369",455,24,304,21,797,1,630,1,25.457,68.7215
Sindh,TANDO ALLAHYAR,CHAMBER,?????,735,651,327,7,251,4,445,3,389,3,25.457,68.7215
Sindh,TANDO ALLAHYAR,CHAMBER,???,"2,021","1,728",822,1,597,6,"1,215",4,952,2,25.457,68.7215
Sindh,TANDO ALLAHYAR,CHAMBER,??????,488,481,253,1,217,,339,,297,,25.457,68.7215
Sindh,TANDO ALLAHYAR,CHAMBER,????? ????,808,654,167,7,103,,317,1,249,,25.457,68.7215
Sindh,TANDO ALLAHYAR,CHAMBER,??????,961,830,439,6,348,,635,,535,1,25.457,68.7215
Sindh,TANDO ALLAHYAR,CHAMBER,????,"2,746","2,513",850,28,625,90,"1,450",,"1,327",13,25.457,68.7215
Sindh,TANDO ALLAHYAR,CHAMBER,????,"1,755","1,515",532,9,403,7,995,,825,,25.457,68.7215
Sindh,TANDO ALLAHYAR,CHAMBER,???? ???? ?????,"4,987","4,376","1,794",17,"1,369",13,"2,668",1,"2,209",7,25.457,68.7215
Sindh,TANDO ALLAHYAR,CHAMBER,??? ?????,"1,764","1,653",584,7,399,10,"1,023",5,836,7,25.457,68.7215
Sindh,TANDO ALLAHYAR,CHAMBER,????,"2,051","1,925",693,12,552,26,"1,136",1,"1,020",1,25.457,68.7215
Sindh,TANDO ALLAHYAR,CHAMBER,??? ??,"2,002","1,911",507,4,454,5,841,2,789,,25.457,68.7215
Sindh,TANDO ALLAHYAR,CHAMBER,??????,"1,940","1,784",680,2,580,1,"1,030",1,986,2,25.457,68.7215
Sindh,TANDO ALLAHYAR,CHAMBER,???????,568,487,228,2,164,4,359,,289,,25.457,68.7215
Sindh,TANDO ALLAHYAR,CHAMBER,???? ?? ???,"3,141","2,878",774,14,485,11,"1,597",10,"1,376",7,25.457,68.7215
Sindh,TANDO ALLAHYAR,CHAMBER,????? ???,"1,483","1,270",416,3,266,6,827,1,645,1,25.457,68.7215
Sindh,TANDO ALLAHYAR,JHANDO MARI,?????,"1,180","1,020",189,,146,2,553,,465,2,25.457,68.7215
Sindh,TANDO ALLAHYAR,JHANDO MARI,?????,"1,845","1,875",762,17,624,21,"1,162",1,"1,015",6,25.457,68.7215
Sindh,TANDO ALLAHYAR,JHANDO MARI,??????,"3,421","2,821","1,220",12,749,8,"2,032",2,"1,461",1,25.457,68.7215
Sindh,TANDO ALLAHYAR,JHANDO MARI,?????,"2,892","2,390",878,22,619,7,"1,528",2,"1,168",2,25.457,68.7215
Sindh,TANDO ALLAHYAR,JHANDO MARI,??? ???,"2,559","2,342",581,16,444,5,"1,322",2,"1,125",1,25.457,68.7215
Sindh,TANDO ALLAHYAR,JHANDO MARI,???????,"1,325","1,214",250,1,176,1,640,1,528,,25.457,68.7215
Sindh,TANDO ALLAHYAR,JHANDO MARI,?????,392,332,72,,28,,175,,121,,25.457,68.7215
Sindh,TANDO ALLAHYAR,JHANDO MARI,???,"1,471","1,349",340,2,211,3,851,,786,,25.457,68.7215
Sindh,TANDO ALLAHYAR,JHANDO MARI,??????,"2,308","1,866",837,12,581,20,"1,425",1,994,2,25.457,68.7215
Sindh,TANDO ALLAHYAR,JHANDO MARI,??????,807,713,322,1,235,4,481,,373,1,25.457,68.7215
Sindh,TANDO ALLAHYAR,JHANDO MARI,??? ???,"1,473","1,401",414,9,383,9,684,,580,5,25.457,68.7215
Sindh,TANDO ALLAHYAR,JHANDO MARI,??????,"2,885","2,365",937,,643,2,"1,498",6,"1,139",2,25.457,68.7215
Sindh,TANDO ALLAHYAR,JHANDO MARI,????????,"1,443","1,192",382,8,219,11,857,2,616,4,25.457,68.7215
Sindh,TANDO ALLAHYAR,JHANDO MARI,???????,"1,596","1,360",568,,410,4,734,,510,1,25.457,68.7215
Sindh,TANDO ALLAHYAR,JHANDO MARI,???,"4,447","3,872","1,806",19,"1,324",11,"2,724",8,"2,103",6,25.457,68.7215
Sindh,TANDO ALLAHYAR,JHANDO MARI,????? ????,"1,604","1,432",415,4,306,2,892,,764,,25.457,68.7215
Sindh,TANDO ALLAHYAR,JHANDO MARI,???????,450,436,149,,122,,182,,164,,25.457,68.7215
Sindh,TANDO ALLAHYAR,JHANDO MARI,???,"1,357","1,111",414,6,231,1,741,3,507,4,25.457,68.7215
Sindh,TANDO ALLAHYAR,JHANDO MARI,??????,394,325,79,3,34,1,192,,113,,25.457,68.7215
Sindh,TANDO ALLAHYAR,JHANDO MARI,????,"1,215","1,230",266,4,185,5,647,,611,,25.457,68.7215
Sindh,TANDO ALLAHYAR,JHANDO MARI,???????,"2,448","2,144",762,11,425,25,"1,349",1,953,4,25.457,68.7215
Sindh,TANDO ALLAHYAR,JHANDO MARI,???????,607,595,129,,90,1,298,,261,,25.457,68.7215
Sindh,TANDO ALLAHYAR,JHANDO MARI,??????,776,676,403,3,249,2,557,,401,,25.457,68.7215
Sindh,TANDO ALLAHYAR,JHANDO MARI,??????,"5,282","4,592","1,659",9,"1,211",6,"2,502",3,"1,867",3,25.457,68.7215
Sindh,TANDO ALLAHYAR,JHANDO MARI,?????,952,775,247,3,123,1,485,,317,1,25.457,68.7215
Sindh,TANDO ALLAHYAR,JHANDO MARI,????? ??? ????? ?????,"5,668","4,941","1,306",43,862,45,"2,324",2,"1,661",11,25.457,68.7215
Sindh,TANDO ALLAHYAR,JHANDO MARI,???????,"1,734","1,641",432,5,319,5,836,1,760,,25.457,68.7215
Sindh,TANDO ALLAHYAR,JHANDO MARI,??????,"2,612","2,145",639,7,448,5,"1,320",1,963,1,25.457,68.7215
Sindh,TANDO ALLAHYAR,JHANDO MARI,?????,781,782,391,3,323,3,549,1,460,,25.457,68.7215
Sindh,TANDO ALLAHYAR,JHANDO MARI,??????,753,672,150,1,108,3,351,,280,,25.457,68.7215
Sindh,TANDO ALLAHYAR,JHANDO MARI,????????,"1,705","1,481",367,35,269,23,859,1,691,2,25.457,68.7215
Sindh,TANDO ALLAHYAR,JHANDO MARI,????,"1,325","1,093",423,11,311,9,721,3,583,7,25.457,68.7215
Sindh,TANDO ALLAHYAR,JHANDO MARI,????,"1,900","1,606",386,4,297,8,863,2,684,6,25.457,68.7215
Sindh,TANDO ALLAHYAR,JHANDO MARI,??????,"1,750","1,628",505,8,217,8,844,,558,1,25.457,68.7215
Sindh,TANDO ALLAHYAR,JHANDO MARI,?????,724,630,288,3,219,2,468,,348,1,25.457,68.7215
Sindh,TANDO ALLAHYAR,JHANDO MARI,?????? ????,770,653,171,,83,,329,,226,,25.457,68.7215
