PROVINCE,DISTRICT,TEHSIL,AREA,TOTAL_MALE,TOTAL_FEMALE,TOTAL_MALE_12_17,TOTAL_FEMALE_12_17,FULL_VAC_MALE,FULL_VAC_MALE_YD,FULL_VAC_FEMALE,FULL_VAC_FEMALE_YD,PART_VAC_MALE,PART_VAC_MALE_YD,PART_VAC_FEMALE,PART_VAC_FEMALE_YD,lat,long
Sindh,BADIN,MATLI,??????,47,35,12,8,,,,,2,,,,24.6459,68.8467
Sindh,BADIN,MATLI,??? ???,97,69,24,12,,,,,,,,,24.6459,68.8467
Sindh,BADIN,MATLI,???? ???? ???,150,127,56,39,,,,,5,,3,,24.6459,68.8467
Sindh,BADIN,MATLI,?????,31,33,11,7,,,,,1,,2,,24.6459,68.8467
Sindh,BADIN,MATLI,??????,64,44,15,13,,,,,,,,,24.6459,68.8467
Sindh,BADIN,MATLI,??????,27,12,5,1,,,,,,,,,24.6459,68.8467
Sindh,BADIN,MATLI,??????,104,75,26,14,,,,,1,,1,,24.6459,68.8467
Sindh,BADIN,MATLI,?????,134,117,54,35,,,,,3,,,,24.6459,68.8467
Sindh,BADIN,MATLI,?????,103,92,21,28,,,,,1,,2,,24.6459,68.8467
Sindh,BADIN,MATLI,?????,83,56,33,17,,,2,,5,,2,,24.6459,68.8467
Sindh,BADIN,MATLI,????? ??????? ?????,"3,390","3,479","1,187","1,285",6,,17,1,92,4,121,4,24.6459,68.8467
Sindh,BADIN,MATLI,????,169,166,52,52,,,,,3,,2,,24.6459,68.8467
Sindh,BADIN,MATLI,??????,186,225,59,59,3,,,,7,,6,,24.6459,68.8467
Sindh,BADIN,MATLI,???,96,96,28,27,,,1,,,,1,,24.6459,68.8467
Sindh,BADIN,MATLI,??????,64,45,34,12,1,,,,4,,1,,24.6459,68.8467
Sindh,BADIN,MATLI,????,92,69,19,11,,,,,,,,,24.6459,68.8467
Sindh,BADIN,MATLI,???????,198,143,40,23,,,,,2,,1,1,24.6459,68.8467
Sindh,BADIN,MATLI,????,70,35,20,3,,,,,,,,,24.6459,68.8467
Sindh,BADIN,MATLI,??,132,100,34,34,1,,1,,4,,4,2,24.6459,68.8467
Sindh,BADIN,MATLI,?????,30,21,11,7,,,,,1,,,,24.6459,68.8467
Sindh,BADIN,MATLI,????????,129,115,22,21,,,,,,,2,,24.6459,68.8467
Sindh,BADIN,MATLI,???? ???? ??? ???? ?????,"1,118","1,126",387,376,3,,3,1,23,3,38,2,24.6459,68.8467
Sindh,BADIN,MATLI,????,223,191,73,68,,,4,,1,,5,,24.6459,68.8467
Sindh,BADIN,MATLI,???,109,65,38,7,,,,,2,,,,24.6459,68.8467
Sindh,BADIN,MATLI,?????,83,56,23,8,,,,,1,,,,24.6459,68.8467
Sindh,BADIN,MATLI,?????,72,57,17,9,,,,,,,1,,24.6459,68.8467
Sindh,BADIN,MATLI,???? ???,110,113,41,30,1,,,,2,,1,,24.6459,68.8467
Sindh,BADIN,MATLI,?????,102,67,28,15,,,,,2,,1,,24.6459,68.8467
Sindh,BADIN,MATLI,????????,164,127,58,47,,,,,1,,2,,24.6459,68.8467
Sindh,BADIN,MATLI,?????? 1/2,143,114,54,43,,,1,,3,,5,,24.6459,68.8467
Sindh,BADIN,MATLI,?????? 2/2,18,8,4,,1,,,,2,,,,24.6459,68.8467
Sindh,BADIN,MATLI,?? ???????,118,105,30,42,1,,2,,6,,4,,24.6459,68.8467
Sindh,BADIN,MATLI,??? ???????,45,57,8,13,,,,,1,,1,,24.6459,68.8467
Sindh,BADIN,MATLI,??? ????,201,164,51,55,2,1,,,12,,2,,24.6459,68.8467
Sindh,BADIN,MATLI,????????,321,306,62,55,,,,,2,,2,,24.6459,68.8467
Sindh,BADIN,MATLI,??????,113,129,21,15,,,,,1,,,,24.6459,68.8467
Sindh,BADIN,MATLI,?????,205,195,64,59,,,,,4,,5,,24.6459,68.8467
Sindh,BADIN,MATLI,??????,75,71,15,28,,,,1,,,2,,24.6459,68.8467
Sindh,BADIN,MATLI,???????,155,99,36,17,1,,,,5,,,,24.6459,68.8467
Sindh,BADIN,MATLI,????,45,60,11,9,,,,,,,,,24.6459,68.8467
Sindh,BADIN,MATLI,???? ????,143,139,44,28,,,1,,1,,4,,24.6459,68.8467
Sindh,BADIN,MATLI,???????,138,142,59,44,1,,,,4,,7,,24.6459,68.8467
Sindh,BADIN,MATLI,???? ????? ???,146,118,43,26,,1,,,3,,1,,24.6459,68.8467
Sindh,BADIN,MATLI,???????,114,103,39,30,,,,,3,,2,,24.6459,68.8467
Sindh,BADIN,MATLI,??????,27,19,9,9,,,,,,,3,,24.6459,68.8467
Sindh,BADIN,MATLI,???????,47,31,7,3,,,,,,,,,24.6459,68.8467
Sindh,BADIN,MATLI,??????,84,53,20,7,1,,,,1,,,,24.6459,68.8467
Sindh,BADIN,MATLI,??????,192,184,70,48,3,,,,6,,2,,24.6459,68.8467
Sindh,BADIN,MATLI,????????,54,34,21,4,,,,,,,,,24.6459,68.8467
Sindh,BADIN,MATLI,?????,204,156,60,59,1,,,,4,,2,,24.6459,68.8467
Sindh,BADIN,MATLI,???????,72,85,24,34,,,,,1,,3,,24.6459,68.8467
Sindh,BADIN,MATLI,??????,85,62,20,19,,,,,1,,1,,24.6459,68.8467
Sindh,BADIN,MATLI,??????,137,130,39,38,1,,1,,1,,5,,24.6459,68.8467
Sindh,BADIN,MATLI,??????,120,89,40,19,,,,,1,,1,,24.6459,68.8467
Sindh,BADIN,MATLI,?????,33,35,16,10,,,,,1,,,,24.6459,68.8467
Sindh,BADIN,MATLI,??? ?????,52,28,11,8,,,,,1,,,,24.6459,68.8467
Sindh,BADIN,MATLI,????,80,58,22,16,,,,,,,,,24.6459,68.8467
Sindh,BADIN,MATLI,??????,149,149,37,42,,,,,1,,,,24.6459,68.8467
Sindh,BADIN,MATLI,????? ????,199,203,47,39,,,,,2,,4,,24.6459,68.8467
Sindh,BADIN,MATLI,???,275,235,73,62,1,,,,4,,,,24.6459,68.8467
Sindh,BADIN,MATLI,??????,32,30,8,10,,,,,,,,,24.6459,68.8467
Sindh,BADIN,MATLI,??????,152,149,45,50,,,,,4,,6,,24.6459,68.8467
Sindh,BADIN,MATLI,????  ????,174,119,53,48,3,,,,16,,5,,24.6459,68.8467
Sindh,BADIN,MATLI,????,182,156,70,49,2,,2,,14,,7,,24.6459,68.8467
Sindh,BADIN,MATLI,???? ?????,145,144,55,41,1,,1,,4,,5,,24.6459,68.8467
Sindh,BADIN,MATLI,????,186,193,32,44,,,,,1,,2,,24.6459,68.8467
Sindh,BADIN,TALHAR,??????,25,16,2,1,,,,,,,,,24.6459,68.8467
Sindh,BADIN,TALHAR,????????,66,52,7,12,,,,,1,,,,24.6459,68.8467
Sindh,BADIN,TALHAR,???? 1,49,33,14,11,1,,1,,2,,2,,24.6459,68.8467
Sindh,BADIN,TALHAR,???? 2,24,18,12,7,,,,,2,,,,24.6459,68.8467
Sindh,BADIN,TALHAR,???? 3,15,16,4,2,1,,,,1,,,,24.6459,68.8467
Sindh,BADIN,TALHAR,????4,51,35,19,8,,,,,,,,,24.6459,68.8467
Sindh,BADIN,TALHAR,??????,125,80,34,24,1,,,,2,,2,,24.6459,68.8467
Sindh,BADIN,TALHAR,????????? ?????,"1,611","1,590",491,487,11,1,13,,66,2,86,3,24.6459,68.8467
Sindh,BADIN,TALHAR,?????,277,212,86,55,,,,,,,,,24.6459,68.8467
Sindh,BADIN,TALHAR,???????,209,164,49,36,,,,,1,,1,,24.6459,68.8467
Sindh,BADIN,TALHAR,??? ?????,62,39,5,9,,,,,,,2,,24.6459,68.8467
Sindh,BADIN,TALHAR,??????,171,117,36,32,,,,,4,,3,,24.6459,68.8467
Sindh,BADIN,TALHAR,?????,49,20,16,7,,,,,1,,1,,24.6459,68.8467
Sindh,BADIN,TALHAR,?????,30,15,7,4,,,,,,,,,24.6459,68.8467
Sindh,BADIN,TALHAR,?????????? ???? ?????,748,653,188,183,,1,,1,7,,12,,24.6459,68.8467
Sindh,BADIN,TALHAR,??????,52,49,23,18,1,,,,2,,3,,24.6459,68.8467
Sindh,BADIN,TALHAR,???????,41,36,6,4,,,,,,,,,24.6459,68.8467
Sindh,BADIN,TALHAR,??,168,193,56,57,1,,2,,12,,14,,24.6459,68.8467
Sindh,BADIN,TALHAR,??? ????,269,243,50,49,2,,,,2,,,,24.6459,68.8467
Sindh,BADIN,TALHAR,??????,90,57,20,15,,,,,,,,,24.6459,68.8467
Sindh,BADIN,TALHAR,???,30,29,14,9,,,,,5,,2,,24.6459,68.8467
Sindh,BADIN,TALHAR,????,106,84,34,19,,,,,,,1,,24.6459,68.8467
Sindh,BADIN,TALHAR,???? ???,117,105,22,15,,,,,,,,,24.6459,68.8467
Sindh,BADIN,TALHAR,????????,89,34,35,6,,,,,3,,1,,24.6459,68.8467
Sindh,BADIN,TALHAR,?????,90,53,18,9,,,,,,,,,24.6459,68.8467
Sindh,BADIN,TALHAR,????????,76,62,29,22,1,,1,,5,,3,,24.6459,68.8467
Sindh,BADIN,TALHAR,?????,106,94,28,24,1,,,,2,,,,24.6459,68.8467
Sindh,BADIN,TALHAR,??? ????,391,312,100,67,,,,,7,,3,,24.6459,68.8467
Sindh,BADIN,TALHAR,???,71,72,23,21,,,,,2,,1,,24.6459,68.8467
Sindh,BADIN,TALHAR,??????,107,107,25,20,,,,,1,,1,,24.6459,68.8467
Sindh,BADIN,TALHAR,???? ????,29,23,11,6,1,,,,1,,,,24.6459,68.8467
Sindh,BADIN,TALHAR,???,281,249,77,60,,,,,4,,,,24.6459,68.8467
Sindh,BADIN,TALHAR,??? ????,14,5,3,1,,,,,,,,,24.6459,68.8467
Sindh,BADIN,TALHAR,??? ????,450,495,164,167,2,,6,,14,,22,1,24.6459,68.8467
Sindh,BADIN,TALHAR,??????,204,148,72,41,2,,,,6,1,4,,24.6459,68.8467
Sindh,BADIN,TALHAR,???,199,105,49,22,,,,,4,,1,,24.6459,68.8467
Sindh,BADIN,TALHAR,??????,141,101,23,5,,,,,,,,,24.6459,68.8467
Sindh,BADIN,TALHAR,????????,272,269,81,74,3,,2,,7,,8,,24.6459,68.8467
Sindh,BADIN,TALHAR,??????,117,109,30,28,1,,,,2,,,,24.6459,68.8467
Sindh,BADIN,TALHAR,?????,276,257,52,25,,,,,4,,1,,24.6459,68.8467
Sindh,BADIN,TALHAR,??,119,94,47,30,,,,,3,,,,24.6459,68.8467
Sindh,BADIN,TALHAR,?????,187,159,58,27,,,1,,2,,1,,24.6459,68.8467
Sindh,BADIN,TALHAR,?????????,111,76,30,21,1,,,,3,,,,24.6459,68.8467
Sindh,BADIN,TALHAR,?????,383,292,79,53,1,,,,1,,,,24.6459,68.8467
Sindh,BADIN,TALHAR,????,120,99,15,19,,,,,,,,,24.6459,68.8467
Sindh,BADIN,TALHAR,??????,63,58,11,12,,,,,1,,1,,24.6459,68.8467
Sindh,BADIN,TALHAR,??????,212,134,39,17,,,,,,,,,24.6459,68.8467
Sindh,BADIN,TALHAR,????,136,127,18,16,,,,,4,,1,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,???? ????? ??????,77,57,18,13,,,,,4,,1,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,???? ????? ??????,127,94,33,25,,,,,2,,1,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??? ???,109,68,37,15,,,,,14,,,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,???????,125,82,49,30,,1,,,7,,,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??????,194,104,75,20,1,,,,6,,1,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,?????,121,80,32,12,,,,,3,,1,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,???????,125,70,17,6,,,,,1,,,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,????,92,83,32,21,,2,,,4,,2,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??? ?????,132,84,24,23,,,,,3,,2,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,???? ?????,165,119,51,33,1,,,,5,,4,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,?????,136,90,39,17,1,,,,4,,,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,????,83,54,16,23,,,,,4,,5,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??????,235,184,62,49,,,,,1,,1,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,???? ?????,101,96,24,17,,,,,,,,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??????,29,11,10,2,,,,,1,1,,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,?????,74,48,23,12,,,,,2,,3,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??????,169,132,40,31,2,,1,,3,,5,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??? ????,119,121,21,10,,,,,1,,,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,????,87,69,8,6,,,,,,,,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,?????,363,339,72,69,1,,,,8,,3,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,?????,74,43,30,16,,,,,1,,,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??????,440,313,160,108,1,1,,,21,,6,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,????,29,30,5,4,,,,,,,,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,???????,232,161,62,28,2,,,,3,,1,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,?????,223,162,59,31,,,,,6,,8,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,?????? 1,153,118,21,16,,,,,1,,,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,?????? 2,165,105,42,20,3,,,,8,2,,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??????,233,158,44,25,,,,,3,,2,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??? ?????,95,87,24,15,,,,,4,,1,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,?????,115,86,36,28,,,,,2,,2,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,?????,71,52,25,12,,,,,4,,,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??????,82,54,22,9,,,,,4,,,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??????,72,47,14,3,,,,,2,1,,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,????,342,277,78,54,1,,1,,7,1,2,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??? ????,379,269,92,53,,,1,,7,,5,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,????,187,128,44,32,1,,,,5,,,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??? ????,53,39,19,10,,,,,3,,,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??? ???????,109,104,15,11,,,,,1,1,,1,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,?????,188,187,59,52,,,1,,2,,2,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??,120,100,28,29,,,,,,,2,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,????,184,165,35,30,,,,,2,,,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,???????,162,99,26,18,,,,,1,,,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??????,85,75,22,11,,,,,,,,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,???,44,37,14,12,,,,,2,,,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,????,234,229,91,55,,,,,2,,2,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??????,62,49,10,10,,,,,,,,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,?????,530,469,135,110,1,,,,9,,8,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,?????,116,84,43,23,,,,,8,,2,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??????,207,166,64,47,,,,,5,,3,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,?????,44,38,15,11,,,,,2,,2,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??? ????,128,84,20,11,,,,,,,,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,???????,163,150,31,31,,,,,3,,3,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,???? ????? ??????,739,740,287,235,3,1,2,,31,,34,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,???? ????? ??????,589,440,194,148,2,,4,,11,,14,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,???? ???? ( ???? ),118,92,27,22,,,,,4,,1,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,???????? ???? ?????,"1,425","1,469",452,453,27,,14,2,101,1,91,1,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,????,118,87,13,14,,,,,,,,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,?????,34,20,6,5,,,,,,,,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??????,230,193,70,41,7,,,,19,,1,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,????,80,78,28,30,,,,,2,,2,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,?????,70,43,11,7,1,,,,2,,3,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,????????,39,34,8,12,,,,,,,,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??? ????,96,75,17,16,2,,4,,2,1,7,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,?????,62,47,11,7,,,,,1,,,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??????,118,71,30,9,,,,,5,,,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??,159,113,37,15,,,,,8,,,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,????,175,101,38,19,,,,,2,1,1,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??,101,59,26,8,,,,,7,,,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??????? 1,104,77,34,26,,,,,1,,,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??????? 2,529,361,153,73,,,,,9,1,4,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??????? 3,114,109,43,33,,,,,7,,2,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,?????,208,157,64,43,,,,,2,,3,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??????,54,36,21,6,,,,,2,,,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,????,108,59,34,8,,,,,3,,,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,???,200,192,58,50,2,,,,7,,4,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??? ????,284,241,122,93,1,,2,,17,,12,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,?????,140,120,39,35,,,,,3,,3,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??,229,148,54,41,,,,1,5,,3,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,???????,192,157,40,13,,,,,5,,,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??? ??,157,97,9,8,,,,,1,,,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,????? ????????,266,188,67,41,1,,,,5,,2,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,????,147,86,28,20,,,,,,,,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,???????,96,77,30,19,,,,,6,,4,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??????,43,52,7,9,,,,,3,,2,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,?????,160,148,47,42,,,,,1,,,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??? 1,403,371,103,62,,,,,7,,1,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??? 2,89,57,18,7,,,,,2,,,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??? 3,177,145,51,33,1,2,,,6,,3,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??? 1/2,204,164,48,28,,,,,2,,5,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??? 2/2,72,62,6,5,,,,,,,,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??? ???,73,66,15,11,1,,,,1,,1,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??? ???,216,115,61,28,1,,,,3,,,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,???????,142,108,24,21,,,,,2,,1,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,?????,165,147,47,46,2,,1,,6,,5,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,????? ????,89,72,33,24,,,,,,,,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,????? ??????,331,232,94,53,,,,,10,,,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,?????,526,395,183,126,2,,,,18,,12,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,?????,230,185,31,15,1,,1,,2,,1,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,????? ??,78,73,15,7,,,,,,,,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??????,47,25,16,9,,,,,,,,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,???????,188,187,73,63,2,,1,,6,,2,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,?????? ???? ?????,482,465,181,168,5,1,1,1,27,1,15,1,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,?????,57,40,12,4,,,,,1,,,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,???????,397,312,96,72,1,,,,3,1,8,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,???? ???  ?????,173,165,67,61,3,,,,14,,5,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,???? ??? ???? ?????,219,189,61,48,,,,,2,,3,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??????,59,39,13,7,,,,,1,,,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,???,169,171,51,57,3,,1,,8,,5,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??????,139,91,41,27,,,,,1,,,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,???,504,397,105,64,1,,,,3,,,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,???????,208,128,45,20,1,,,,4,,,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,????,55,44,12,15,,,,,,,2,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,???????,153,120,31,20,1,,,,4,,,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,?????????,73,47,24,11,,,,,,,,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??????,118,75,39,13,,,,,1,,,,24.6459,68.8467
Sindh,DADU,DADU,???????,216,202,91,82,4,2,2,,11,,7,,26.7341,67.7795
Sindh,DADU,DADU,??????,185,128,58,41,2,,,,13,,2,,26.7341,67.7795
Sindh,DADU,DADU,??????,301,250,126,100,1,,,,7,,3,,26.7341,67.7795
Sindh,DADU,DADU,??? ?????,132,91,61,28,3,,2,,7,,2,,26.7341,67.7795
Sindh,DADU,DADU,???????,451,401,203,135,8,,4,,40,2,26,,26.7341,67.7795
Sindh,DADU,DADU,????,152,138,58,51,,,,1,4,,3,,26.7341,67.7795
Sindh,DADU,DADU,????,71,51,22,18,,,,,3,1,,,26.7341,67.7795
Sindh,DADU,DADU,???? ????,6,11,,4,,,,,,,,,26.7341,67.7795
Sindh,DADU,DADU,????????,34,40,14,7,,,,,2,,,,26.7341,67.7795
Sindh,DADU,DADU,??????,493,442,143,110,2,,3,,7,,8,1,26.7341,67.7795
Sindh,DADU,DADU,???,123,127,43,48,1,,,,2,,8,,26.7341,67.7795
Sindh,DADU,DADU,???? ??????,432,401,151,130,3,,,,13,1,3,,26.7341,67.7795
Sindh,DADU,DADU,??? ????,356,331,137,128,6,,3,,29,,15,,26.7341,67.7795
Sindh,DADU,DADU,??? ???? ?????,41,44,16,20,,,,,3,,3,,26.7341,67.7795
Sindh,DADU,DADU,???,160,156,58,74,2,,,,10,,4,,26.7341,67.7795
Sindh,DADU,DADU,????,672,639,206,215,4,,1,,14,,14,,26.7341,67.7795
Sindh,DADU,DADU,??????????? ?????,"7,996","8,323","3,359","3,515",93,3,50,,323,5,235,10,26.7341,67.7795
Sindh,DADU,DADU,??? ?????,10,12,1,2,,,,,,,,,26.7341,67.7795
Sindh,DADU,DADU,??? ?????,221,200,87,79,3,,1,,11,,4,,26.7341,67.7795
Sindh,DADU,DADU,?????,202,199,78,87,1,,2,,14,,9,,26.7341,67.7795
Sindh,DADU,DADU,??,245,173,112,63,1,,,,5,2,4,1,26.7341,67.7795
Sindh,DADU,DADU,??????,7,5,2,2,,,,,,,,,26.7341,67.7795
Sindh,DADU,DADU,??? ???,106,83,25,16,,,,,,,1,,26.7341,67.7795
Sindh,DADU,DADU,?????? ?????,11,1,7,1,,,,,2,,,,26.7341,67.7795
Sindh,DADU,DADU,??????,112,79,44,30,2,,,,6,,1,,26.7341,67.7795
Sindh,DADU,DADU,?????,164,150,65,60,1,,,,6,,5,,26.7341,67.7795
Sindh,DADU,DADU,????,384,393,137,149,2,,,,11,,7,,26.7341,67.7795
Sindh,DADU,DADU,??????,113,77,42,18,1,,,,1,,,,26.7341,67.7795
Sindh,DADU,DADU,?????,78,76,31,20,2,,,,2,,,,26.7341,67.7795
Sindh,DADU,DADU,????? ????,378,279,102,52,2,,,,3,,,,26.7341,67.7795
Sindh,DADU,DADU,???? ???,197,213,68,63,3,,2,,6,,5,,26.7341,67.7795
Sindh,DADU,DADU,??????,33,33,14,13,,,,,1,,1,,26.7341,67.7795
Sindh,DADU,DADU,?????,343,364,150,150,2,,1,,10,,10,,26.7341,67.7795
Sindh,DADU,DADU,???????,14,4,3,1,,,,,1,,,,26.7341,67.7795
Sindh,DADU,DADU,?????,42,22,19,10,,,,,2,,,,26.7341,67.7795
Sindh,DADU,DADU,??????,331,318,145,138,4,,1,,18,,5,,26.7341,67.7795
Sindh,DADU,DADU,???????,59,54,23,16,,,,,1,,1,,26.7341,67.7795
Sindh,DADU,DADU,???,493,460,179,155,,,1,,4,5,7,,26.7341,67.7795
Sindh,DADU,DADU,???,499,499,202,231,1,,3,,5,1,7,,26.7341,67.7795
Sindh,DADU,DADU,?????????,213,167,106,79,1,,1,,3,,4,,26.7341,67.7795
Sindh,DADU,DADU,????,401,322,137,96,,,,,7,2,3,,26.7341,67.7795
Sindh,DADU,DADU,????,484,431,147,133,3,,1,,13,,10,1,26.7341,67.7795
Sindh,DADU,DADU,??? ??????,270,248,120,104,1,,1,,6,,4,,26.7341,67.7795
Sindh,DADU,DADU,???????,296,246,102,89,1,2,1,,9,,5,,26.7341,67.7795
Sindh,DADU,DADU,????????,3,,,,,,,,,,,,26.7341,67.7795
Sindh,DADU,DADU,????? ???? ?????,643,657,294,278,4,2,1,1,35,,29,2,26.7341,67.7795
Sindh,DADU,DADU,????,455,468,172,193,11,,2,,52,1,28,,26.7341,67.7795
Sindh,DADU,DADU,??? ????,216,193,93,79,,,,,9,,3,,26.7341,67.7795
Sindh,DADU,DADU,??????? ?????,9,11,2,3,,,,,,,1,,26.7341,67.7795
Sindh,DADU,DADU,????????,20,7,11,2,,,,,,,1,,26.7341,67.7795
Sindh,DADU,DADU,???????,191,191,76,75,,1,,,3,,4,,26.7341,67.7795
Sindh,DADU,DADU,?????? ?????,167,159,80,69,3,,,,8,,3,,26.7341,67.7795
Sindh,DADU,DADU,?????? ????,10,1,2,1,,,,,,,,,26.7341,67.7795
Sindh,DADU,DADU,????,79,47,23,9,,,,,,,,,26.7341,67.7795
Sindh,DADU,DADU,?????,129,104,54,44,1,,,,2,,1,1,26.7341,67.7795
